Comment,Emotion
i couldnt get to sleep i was feeling quite irritable and restless and every time i was dropping off to sleep a mosquito would land on my face or squeal around my ear,anger
i miss her so much every moment but now i feel like i miss her even more like she is as far away as she has ever been because i am so distracted,anger
i still feel like i was somehow one of the family members horribly wronged by the tragic events that have transpired today,anger
i feel like i cant take it anymore i told my boyfriend and he is furious,anger
i wanted but knowing nothing about it i stepped into the candyland of make up looking haggard and left feeling radiant with a bag full of products of course,joy
i feel they are sincere in wanting to resolve these grievances,joy
i am feeling very cranky this christmas,anger
i could barely leave the house and i was feeling a lot of isolation and i hated the lack of control i had over my own life because everyone else i knew was moving on with theirs,anger
i would feel like a hypocrite supporting palin for any of those reasons,joy
im a huge fan of both london grammar and disclosure so in my eyes this is just a perfect collaboration and it definitely helps to make me feel creative,joy
i was in a really good mood at work and was feeling playful,joy
i am feeling grouchy,anger
a few monthe ago,anger
i was getting motivated about losing weight and getting healthy and wearing that outfit and feeling fantastic,joy
i cant explain how i truly feel but some words that encapsulate some of my me ness currently ecstatic happy bouncy relieved energised in a mood to dance wanting chocolate wanting to socialise right now smiley and about here i lose words that express but bah so emo,joy
